,BALANCE_FREQUENCY,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PRC_FULL_PAYMENT,TENURE,BALANCE_log,PURCHASES_log,ONEOFF_PURCHASES_log,INSTALLMENTS_PURCHASES_log,CASH_ADVANCE_log,PAYMENTS_log,MINIMUM_PAYMENTS_log
1188,0.090909,0.0,0.0,0.0,0.0555553333333333,0.008130081300813,0.0,0.0383973288814691,0.0,1,0.2087684345365328,0.0,0.0,0.0,0.6550753107071425,0.0,0.5103248103153541
1189,0.090909,0.0,0.0,0.0,0.0555553333333333,0.008130081300813,0.0,0.1318864774624374,0.0,1,0.3231313351837938,0.0,0.0,0.0,0.769560061622986,0.0,0.5103248103153541
1190,1.0,1.0,1.0,1.0,0.0,0.0,0.3910614525139665,0.5993322203672788,1.0,1,0.7658184676859935,0.928874966617386,0.9106992574753076,0.8828023803658464,0.0,0.9252156873840952,0.5530409490801114
1191,0.5,0.0,0.0,0.0,0.0833333333333333,0.008130081300813,0.0,0.0984974958263773,0.0,0,0.5526872532542092,0.0,0.0,0.0,0.6708769753719286,0.7661425590624732,0.4452351532401854
1192,1.0,0.333333,0.25,0.083333,0.0555553333333333,0.024390243902439,0.0167597765363128,0.2320534223706177,0.666667,1,0.3830440630876543,0.581714635784551,0.5227327940956042,0.5620163850479309,0.7231731628638612,0.7503501205061538,0.3724612974255331
1193,1.0,0.833333,0.833333,0.0,0.3888886666666666,0.0975609756097561,0.1480446927374301,0.1986644407345576,0.9,1,0.7070191522536746,0.7944930889391051,0.8083308603646554,0.0,0.7575259792823986,0.8341800549244395,0.4895203202381842
1194,1.0,0.25,0.0,0.25,0.0,0.0,0.0083798882681564,0.0984974958263773,0.0,1,0.6866934453933426,0.3462217873293005,0.0,0.3731381446240196,0.0,0.6693245559590311,0.4846125957740029
1195,1.0,0.416667,0.416667,0.0,0.5,0.2113821138211382,0.0195530726256983,0.4323873121869783,0.0,1,0.9226442872049376,0.659094478472549,0.6705739977634266,0.0,0.8849999761163442,0.7962075713356629,0.7492245327768791
1196,0.818182,0.833333,0.0,0.833333,0.0,0.0,0.0391061452513966,0.1151919866444073,0.2,1,0.4424575625187344,0.6362469762773617,0.0,0.6857107927323257,0.0,0.655907219585892,0.4524724795079558
1197,0.909091,0.833333,0.583333,0.666667,0.0,0.0,0.0614525139664804,0.1151919866444073,0.125,1,0.6921789102985073,0.7055145842889516,0.6943030144200377,0.6098468434732801,0.0,0.5557857610056202,0.5058175016724037
1198,0.909091,0.75,0.5,0.416667,0.0,0.0,0.0363128491620111,0.2487479131886477,0.714286,1,0.5260306628457831,0.6549314683507654,0.6505625009867122,0.5198405734565589,0.0,0.6188260145948793,0.4591824976953778
1199,0.818182,0.75,0.5,0.5,0.0,0.0,0.0810055865921787,0.3155258764607679,0.0,1,0.657882711539365,0.7054259611451996,0.6725372664081243,0.6640911925539297,0.0,0.8246864417011562,0.512386589581397
1200,1.0,0.5,0.25,0.333333,0.0,0.0,0.0251396648044692,0.332220367278798,0.0,1,0.8228429624240217,0.6034655517962235,0.6029155856097164,0.4321522002460758,0.0,0.6245883610804246,0.5885989743135494
1201,1.0,1.0,0.0,1.0,0.0,0.0,0.1033519553072625,0.0818030050083472,1.0,1,0.397022985560789,0.5718701730300799,0.0,0.6163291368122467,0.0,0.5960770122980827,0.4610543151721742
1202,1.0,0.833333,0.833333,0.166667,0.0,0.0,0.053072625698324,0.2320534223706177,0.0,1,0.8647749151828164,0.7090708555696563,0.7135392409304974,0.5130727394822188,0.0,0.6803835539674083,0.6208505159451316
1203,0.090909,0.083333,0.0,0.083333,0.0,0.0,0.0027932960893854,0.1318864774624374,1.0,1,0.1257226618412289,0.3386105768653275,0.0,0.3649352150141374,0.0,0.5590553727095442,0.4239472641985836
1204,0.3,0.2,0.2,0.0,0.0,0.0,0.0083798882681564,0.332220367278798,0.0,0,0.3767851249269952,0.5620950519989981,0.5718851218652837,0.0,0.0,0.6606323082113069,0.3577465961832671
1205,1.0,1.0,0.0,1.0,0.0,0.0,0.0642458100558659,0.1652754590984975,0.0,1,0.5595084064762971,0.673969237855199,0.0,0.7263657001104926,0.0,0.6628548939226977,0.4630476675718532
1206,1.0,1.0,0.0,1.0,0.0555553333333333,0.008130081300813,0.106145251396648,0.0484140233722871,0.0,1,0.7298190851724624,0.5818304597358572,0.0,0.6270637671484426,0.4414825491413762,0.587272839279189,0.5324625974642103
1207,1.0,0.333333,0.333333,0.0,0.0,0.0,0.0111731843575419,0.2153589315525876,0.0,1,0.7887009698048622,0.498969495227397,0.5076601004943336,0.0,0.0,0.5791331780847265,0.5567097736558786
1208,1.0,0.333333,0.25,0.083333,0.4444446666666666,0.2113821138211382,0.0167597765363128,0.2320534223706177,0.083333,1,0.8019960774564872,0.5368234901414574,0.5197349158260123,0.439320016583377,0.8199504823625804,0.7809391915657877,0.5927475881137506
1209,0.2,0.1,0.1,0.0,0.0,0.0,0.0027932960893854,0.0383973288814691,0.0,0,0.4608018381896078,0.6321462335046213,0.6431563923197724,0.0,0.0,0.7793502108536401,0.3758553231903843
1210,0.181818,0.083333,0.083333,0.0,0.0,0.0,0.0027932960893854,0.0484140233722871,0.0,1,0.1710939443859389,0.4021891908984044,0.4091941632146654,0.0,0.0,0.5291536588686692,0.417189325399903
1211,1.0,0.0,0.0,0.0,0.0555553333333333,0.008130081300813,0.0,0.3989983305509182,0.0,1,0.9282296781905118,0.0,0.0,0.0,0.8348185856443373,0.710499161591659,0.6983368902048812
1212,1.0,0.833333,0.833333,0.166667,0.0,0.0,0.0977653631284916,0.2988313856427379,1.0,1,0.5134356274356271,0.6992385986424625,0.7055200937140496,0.47484563828089,0.0,0.7058341344686427,0.4562729195080278
1213,1.0,0.916667,0.75,0.75,0.0,0.0,0.1089385474860335,0.1485809682804674,0.875,1,0.5537565827561067,0.7186114710495991,0.7076761492115939,0.6237528989772113,0.0,0.7029542289316876,0.4483251027487683
1214,1.0,0.583333,0.0,0.5,0.0555553333333333,0.008130081300813,0.0195530726256983,0.1986644407345576,0.0,1,0.8309222808872939,0.6435699338050983,0.0,0.6936030597272425,0.625479898223343,0.6562313883575892,0.6057526854868759
1215,0.181818,0.166667,0.166667,0.0,0.0,0.0,0.0083798882681564,0.3155258764607679,0.0,1,0.1285449269423173,0.5352283319256099,0.5445504612440096,0.0,0.0,0.655295823745685,0.164499110614842
1216,1.0,0.75,0.75,0.0,0.1111113333333333,0.016260162601626,0.0642458100558659,0.3489148580968281,0.0,1,0.876368203168544,0.7330663811994196,0.7458342770615954,0.0,0.7321449289563269,0.6583939096794799,0.641892149044863
1217,1.0,0.0,0.0,0.0,0.2222219999999999,0.4308943089430895,0.0,0.1485809682804674,0.166667,1,0.7482337072580448,0.0,0.0,0.0,0.8941176892260587,0.862082430868868,0.5471430804419378
1218,1.0,1.0,1.0,1.0,0.0,0.0,0.3156424581005587,0.3989983305509182,1.0,1,0.6491445390439433,0.8133130277189148,0.799676262767682,0.7404664095251541,0.0,0.7995267802325694,0.4595905813669509
1219,0.272727,0.166667,0.083333,0.083333,0.0,0.0,0.0055865921787709,0.0891485809682804,1.0,1,0.1945471340832565,0.4166026212845998,0.3321894062758834,0.4033926486419393,0.0,0.5936484011322062,0.4392464456196341
1220,0.909091,0.916667,0.916667,0.0,0.0,0.0,0.0307262569832402,0.1986644407345576,1.0,1,0.3544319304145382,0.5317545399347887,0.5410161658451436,0.0,0.0,0.5327601818546913,0.4240517233612196
1221,1.0,1.0,1.0,0.0,0.0,0.0,0.0335195530726257,0.332220367278798,1.0,1,0.3807727119488137,0.6052802865339381,0.615822518266416,0.0,0.0,0.6071632146498934,0.4670766379895018
1222,0.272727,0.0,0.0,0.0,0.0555553333333333,0.008130081300813,0.0,0.1652754590984975,1.0,1,0.6104314311924821,0.0,0.0,0.0,0.7877054774042546,0.9125529369976296,0.5792658454856382
1223,0.272727,0.416667,0.0,0.333333,0.0,0.0,0.0195530726256983,0.1986644407345576,0.2,1,0.1861344198827268,0.5163284073895421,0.0,0.5564693817687534,0.0,0.5497552414478858,0.3372329115740864
1224,0.75,0.875,0.0,0.75,0.0,0.0,0.0195530726256983,0.1318864774624374,0.833333,0,0.5558097121579876,0.706908162313577,0.0,0.761865398881962,0.0,0.7079974549198172,0.4240545208608441
1225,1.0,0.583333,0.583333,0.0,0.5555553333333333,0.2113821138211382,0.0502793296089385,0.2988313856427379,0.0,1,0.8262867656906604,0.6970267987552686,0.7091669893408632,0.0,0.7602114915440923,0.803944314919096,0.6216543544169659
1226,1.0,1.0,1.0,0.333333,0.0,0.0,0.1284916201117318,0.3489148580968281,1.0,1,0.5922338158638756,0.7541883284074149,0.748805859933041,0.6410135535137372,0.0,0.7470692229884404,0.4651355681256917
1227,1.0,0.333333,0.333333,0.0,0.1666666666666666,0.032520325203252,0.0223463687150838,0.2821368948247079,0.0,1,0.793997277743012,0.6487857811588721,0.6600857527619123,0.0,0.6218596623223807,0.5932414448454173,0.5752240143619609
1228,0.090909,0.083333,0.0,0.083333,0.0,0.0,0.0027932960893854,0.5158597662771286,0.0,1,0.0713070070810712,0.4145737877630097,0.0,0.4468040419088608,0.0,0.0,0.5103248103153541
1229,1.0,0.0,0.0,0.0,0.4444446666666666,0.065040650406504,0.0,0.3823038397328882,0.0,1,0.8905779394222862,0.0,0.0,0.0,0.7247207129292229,0.7214661409554649,0.6540651849519548
1230,1.0,1.0,0.0,1.0,0.0,0.0,0.0335195530726257,0.0383973288814691,0.0,1,0.7048221766746086,0.590005322946694,0.0,0.6358741696207327,0.0,0.5863395732011525,0.5555879777713895
1231,1.0,0.0,0.0,0.0,0.0555553333333333,0.008130081300813,0.0,0.0383973288814691,0.0,1,0.7138888246732764,0.0,0.0,0.0,0.2809357428880685,0.4040061941344718,0.7948655040896232
1232,1.0,1.0,0.5,1.0,0.1666666666666666,0.024390243902439,0.1005586592178771,0.0717863105175292,0.0,1,0.74643517101303,0.6341707277557481,0.6266628461474034,0.5122641713907542,0.5564842958229527,0.7343769276009716,0.5892709553032782
1233,0.818182,0.416667,0.25,0.166667,0.0,0.0,0.0167597765363128,0.1819699499165275,0.111111,1,0.4095317559109288,0.5538256636007204,0.4726678332408349,0.5493621863543274,0.0,0.5795054978577958,0.3912905605042003
1234,1.0,1.0,0.0,0.9,0.0,0.0,0.0279329608938547,0.0484140233722871,0.75,0,0.418985898730457,0.5635271173641706,0.0,0.6073374660809321,0.0,0.545470739195003,0.4440538142456195
1235,0.454545,0.083333,0.083333,0.0,0.0,0.0,0.0027932960893854,0.0651085141903172,0.0,1,0.1874180202900464,0.3342566669225751,0.3400784511756228,0.0,0.0,0.409071663645549,0.4068379434735052
1236,1.0,0.0,0.0,0.0,0.4444446666666666,0.1544715447154471,0.0,0.1986644407345576,0.0,1,0.7977055446474031,0.0,0.0,0.0,0.7597814800825189,0.7192384120369422,0.5898282054092107
1237,0.3,0.1,0.1,0.0,0.0,0.0,0.0027932960893854,0.0484140233722871,0.0,0,0.2634231691932859,0.4129609176568954,0.4201535022945443,0.0,0.0,0.5564181711454188,0.3811159406932461
1238,1.0,0.083333,0.083333,0.0,0.0,0.0,0.0055865921787709,0.0584307178631051,0.0,1,0.7453953593535323,0.6062448557542897,0.616803887492433,0.0,0.0,0.5887864992405837,0.6062161578339385
1239,1.0,0.0,0.0,0.0,0.1111113333333333,0.016260162601626,0.0,0.0550918196994991,0.0,1,0.7453252689044482,0.0,0.0,0.0,0.3436064130052988,0.5616988802043082,0.5867949801299019
1240,1.0,1.0,0.583333,1.0,0.0,0.0,0.1983240223463687,0.2320534223706177,0.583333,1,0.6363501978363858,0.7352183878571653,0.6778672053874758,0.7281732557575554,0.0,0.7334252648147056,0.4591369776763608
1241,1.0,1.0,0.916667,0.916667,0.0,0.0,0.1508379888268156,0.0818030050083472,0.0,1,0.7008956467721508,0.6844349361566979,0.6379563731624054,0.6607282261177254,0.0,0.6364861029927953,0.4724553922233409
1242,1.0,1.0,0.833333,1.0,0.1111113333333333,0.032520325203252,0.2374301675977653,0.1986644407345576,0.0,1,0.8686948627363466,0.738546712966448,0.6977995928180414,0.7127413927443798,0.7060406943662623,0.7036264343664731,0.6380722906148727
1243,0.888889,0.111111,0.0,0.111111,0.0,0.0,0.0055865921787709,0.0818030050083472,0.0,0,0.6071816470553141,0.3368009596017462,0.0,0.3629849124828584,0.0,0.507581139086435,0.4506117220807289
1244,1.0,0.0,0.0,0.0,0.2222219999999999,0.056910569105691,0.0,0.1485809682804674,0.083333,1,0.7572187424648137,0.0,0.0,0.0,0.7402261416846554,0.7885419610729816,0.5574948489998438
1245,1.0,0.0,0.0,0.0,0.2777779999999999,0.065040650406504,0.0,0.0484140233722871,0.0,1,0.7338902103817556,0.0,0.0,0.0,0.4884643450807697,0.5904378416499384,0.5333923483295937
1246,0.545455,0.5,0.0,0.333333,0.0,0.0,0.0223463687150838,0.1318864774624374,0.75,1,0.25255713993232,0.4815797670160442,0.0,0.5190192741449892,0.0,0.5170648770247861,0.4582750764430979
1247,1.0,1.0,0.083333,0.916667,0.0,0.0,0.0363128491620111,0.1151919866444073,0.3,1,0.7127302223420386,0.7394635918043516,0.6237481382907454,0.767575244895727,0.0,0.6604109817565709,0.524375219865077
1248,1.0,1.0,0.5,0.916667,0.0,0.0,0.0754189944134078,0.2320534223706177,0.0,1,0.7214084457183372,0.6767046852753441,0.620287299324051,0.6632642550770084,0.0,0.6693162691479275,0.5028576188136251
1249,1.0,0.5,0.333333,0.166667,0.4444446666666666,0.1788617886178862,0.0614525139664804,0.2988313856427379,0.0,1,0.837802975991382,0.7220015043317949,0.7321316791372809,0.4140638078274495,0.819296922195211,0.8048212462179672,0.6662805437189026
1250,0.727273,0.583333,0.083333,0.583333,0.0,0.0,0.0251396648044692,0.1485809682804674,1.0,1,0.4022005508000376,0.5626641641262909,0.4338151868488543,0.5806874353399675,0.0,0.637588791259438,0.4471663485072747
1251,0.571429,0.285714,0.285714,0.0,0.095238,0.008130081300813,0.0111731843575419,0.0383973288814691,0.0,0,0.6528542407936639,0.4807239014189909,0.4890967212197489,0.0,0.6336178342292205,0.4222610127344375,0.4317598495723512
1252,1.0,0.083333,0.083333,0.0,0.0,0.0,0.0055865921787709,0.0818030050083472,0.0,1,0.710456067545815,0.5029215027770892,0.5116809405838001,0.0,0.0,0.5527490652541286,0.5209848123690815
1253,0.272727,0.166667,0.166667,0.0,0.0,0.0,0.0139664804469273,0.2988313856427379,0.0,1,0.4395194373635361,0.5905808288165086,0.600867038515812,0.0,0.0,0.6057702011302945,0.2611516198731204
1254,0.363636,0.0,0.0,0.0,0.1111113333333333,0.032520325203252,0.0,0.1318864774624374,0.0,1,0.6947058715916175,0.0,0.0,0.0,0.7576052836156927,0.5741347824604284,0.5998969846667865
1255,1.0,0.666667,0.666667,0.0,0.1111113333333333,0.032520325203252,0.0614525139664804,0.0818030050083472,0.083333,1,0.7864972483207325,0.7307207221528841,0.7434477634196203,0.0,0.7216888063487631,0.7942529923707704,0.7128986800729421
1256,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5993322203672788,1.0,1,0.8419441462926357,0.9812297513100724,0.9522144752354068,0.9627956502139003,0.0,0.963067213785854,0.5825031868416025
1257,1.0,1.0,0.166667,1.0,0.1111113333333333,0.016260162601626,0.0865921787709497,0.1652754590984975,0.5,1,0.5018297459777098,0.6601511260354513,0.4647276868471013,0.6998018479719703,0.5580398938942995,0.7024272578820776,0.4639664149477773
1258,0.909091,1.0,0.0,1.0,0.0555553333333333,0.008130081300813,0.0446927374301676,0.2320534223706177,0.333333,1,0.3333115323586796,0.5093567445472733,0.0,0.5489557201994595,0.4916134489975062,0.5492862176607414,0.4025085088446824
1259,1.0,0.0,0.0,0.0,0.2222219999999999,0.056910569105691,0.0,0.0984974958263773,0.0,1,0.7638159761063409,0.0,0.0,0.0,0.7315587233764853,0.716761203694853,0.5821325636923533
1260,0.5,0.166667,0.166667,0.0,0.0,0.0,0.0027932960893854,0.0383973288814691,0.0,0,0.3028545609136951,0.379091825442925,0.385694508465352,0.0,0.0,0.4482952051798413,0.3577954642203905
1261,1.0,0.0,0.0,0.0,0.0555553333333333,0.008130081300813,0.0,0.0984974958263773,0.0,1,0.7978360965845405,0.0,0.0,0.0,0.6907365513156077,0.6066929057604288,0.5959902580605033
1262,1.0,0.083333,0.0,0.083333,0.0,0.0,0.0027932960893854,0.4490818030050084,0.0,1,0.8927758918456219,0.3341313601826678,0.0,0.3601077701117549,0.0,0.7048636014945857,0.6660022292494067
1263,1.0,0.916667,0.916667,0.0,0.0,0.0,0.1312849162011173,0.5492487479131887,0.916667,1,0.5849214557861522,0.7767498982453476,0.7902786346137044,0.0,0.0,0.766224157148879,0.4610361435215587
1264,1.0,1.0,1.0,0.0,0.1666666666666666,0.032520325203252,0.0335195530726257,0.4824707846410685,0.0,1,0.8971747164825015,0.6761879698303356,0.6879652082953215,0.0,0.7886513818963914,0.7293547431049782,0.6605087165512299
1265,1.0,1.0,0.0,1.0,0.0,0.0,0.0335195530726257,0.0984974958263773,0.333333,1,0.2603348746664695,0.4485190968871407,0.0,0.4833883648163612,0.0,0.4755668133617897,0.4140373010911726
1266,0.5,0.3,0.3,0.0,0.0666666666666666,0.016260162601626,0.0167597765363128,0.5325542570951587,1.0,0,0.5240688010348081,0.6357551836072534,0.6468281998937931,0.0,0.5581657710619868,0.7453796057092485,0.3862188393727833
1267,0.545455,0.083333,0.083333,0.0,0.1666666666666666,0.065040650406504,0.0027932960893854,0.0818030050083472,0.0,1,0.65914629063002,0.4645456050879811,0.4726366457646661,0.0,0.6694941289079018,0.5237711665365534,0.5180655314877575
1268,0.272727,1.0,0.166667,1.0,0.0,0.0,0.111731843575419,0.2437395659432387,0.083333,1,0.2653063378800477,0.7931705957618798,0.7371143211698551,0.7903251927334947,0.0,0.7675349609018052,0.3020833680102446
1269,1.0,1.0,0.833333,0.416667,0.0,0.0,0.2067039106145251,0.2320534223706177,0.0,1,0.790941404980529,0.7556808252238397,0.7532624861852106,0.6269165648484936,0.0,0.7625701807568036,0.5665118877794997
1270,1.0,0.916667,0.0,0.833333,0.0,0.0,0.0307262569832402,0.1652754590984975,0.181818,1,0.3390899058021924,0.504308707182318,0.0,0.5435152327278822,0.0,0.4770250184136514,0.4461181775965264
1271,1.0,1.0,1.0,0.75,0.0,0.0,0.1759776536312849,0.1652754590984975,0.75,1,0.5422131834942016,0.7205215426713893,0.689985515647372,0.6766396636183635,0.0,0.707502662740122,0.4603925113498793
1272,0.4,0.3,0.0,0.2,0.0,0.0,0.0083798882681564,0.1485809682804674,1.0,0,0.2652691426378679,0.4440381029840568,0.0,0.4785590045269178,0.0,0.52415876887937,0.3837712655901922
1273,1.0,0.454545,0.181818,0.363636,0.0,0.0,0.0307262569832402,0.0818030050083472,0.0,0,0.7564972191792253,0.5861870892703464,0.4836071630462809,0.5961357380304398,0.0,0.5755912825662473,0.5683397590102102
1274,1.0,0.583333,0.166667,0.416667,0.0,0.0,0.0335195530726257,0.0584307178631051,0.0,1,0.7564949682587311,0.6092648665831781,0.6068281651013065,0.453606995475375,0.0,0.6079656462079426,0.5860734328460001
1275,1.0,1.0,0.333333,0.916667,0.0,0.0,0.1620111731843575,0.2487479131886477,0.083333,1,0.678597207704027,0.774157688967883,0.7026557979718359,0.7824575009437137,0.0,0.7814484411456852,0.4687904857718806
1276,0.727273,0.5,0.25,0.333333,0.0,0.0,0.0307262569832402,0.1318864774624374,0.1,1,0.5051110788953284,0.6348913759486282,0.5284221769600924,0.6506149238326897,0.0,0.6376580247082536,0.4269538702398444
1277,1.0,0.833333,0.333333,0.666667,0.0,0.0,0.0726256983240223,0.0818030050083472,0.0,1,0.7419921800105401,0.7270678281450466,0.7096328679222254,0.654362573553178,0.0,0.7443190249259453,0.5995010027474131
1278,1.0,0.0,0.0,0.0,0.0555553333333333,0.008130081300813,0.0,0.0818030050083472,0.0,1,0.7589760519546223,0.0,0.0,0.0,0.6191564355926422,0.668105647704589,0.598906251091806
1279,0.727273,0.545455,0.545455,0.0,0.0,0.0,0.0195530726256983,0.0684474123539232,1.0,0,0.3842914050983371,0.5739926748422413,0.5839899668828973,0.0,0.0,0.6067209032016513,0.432332701969103
1280,1.0,0.333333,0.083333,0.25,0.0,0.0,0.0279329608938547,0.1318864774624374,0.0,1,0.5386491959301967,0.587647379307515,0.5349858170904377,0.5619162831304888,0.0,0.530173389637896,0.4317778218621747
1281,0.818182,1.0,0.0,1.0,0.0,0.0,0.0335195530726257,0.0317195325542571,0.0,1,0.1542936785217931,0.5886671221878459,0.0,0.6344319329777333,0.0,0.5735751109260522,0.5103248103153541
1282,1.0,0.166667,0.166667,0.0,0.3333333333333333,0.0894308943089431,0.0083798882681564,0.2821368948247079,0.0,1,0.8660506777357754,0.5842113618406498,0.5943866338498189,0.0,0.8266581335940808,0.8214358567547249,0.6259747281759296
1283,1.0,0.454545,0.090909,0.272727,0.0,0.0,0.0167597765363128,0.0651085141903172,0.0,0,0.7400833733593977,0.5000998493049627,0.3933650162810028,0.5049297583643554,0.0,0.556897660359609,0.5488538532555344
1284,0.454545,0.083333,0.083333,0.0,0.0,0.0,0.0027932960893854,0.008347245409015,0.0,1,0.446000930884659,0.5329191985110713,0.5422011094048851,0.0,0.0,0.6426197237997733,0.4662850710902483
1285,1.0,0.75,0.083333,0.75,0.0,0.0,0.047486033519553,0.3489148580968281,0.0,1,0.5603546559215263,0.6006806018032075,0.5097866416073921,0.6059989389132828,0.0,0.6287457553187434,0.4711586914525846
1286,1.0,1.0,1.0,0.916667,0.0555553333333333,0.008130081300813,0.2067039106145251,0.4824707846410685,0.833333,1,0.6319089001349476,0.7782827643760029,0.750241830476098,0.7360606182357364,0.529747528376345,0.7742208621848437,0.4655289279296852
1287,1.0,0.916667,0.916667,0.0,0.0,0.0,0.0391061452513966,0.1652754590984975,1.0,1,0.6073350723099925,0.7757126406937462,0.7892233110359684,0.0,0.0,0.7739770755021588,0.4528470234375142
1288,1.0,1.0,0.666667,0.666667,0.0,0.0,0.0670391061452514,0.3656093489148581,0.0,1,0.8803923740912704,0.7336632368249449,0.7364967138913499,0.5614789489903823,0.0,0.6978125893429207,0.6415336617389468
1289,0.727273,0.083333,0.083333,0.0,0.1666666666666666,0.056910569105691,0.0055865921787709,0.1151919866444073,0.0,1,0.7601515197330271,0.6686635392923241,0.6803097239428187,0.0,0.7120863757668272,0.601124566658354,0.6119696384784813
1290,1.0,0.5,0.416667,0.25,0.0,0.0,0.0782122905027933,0.2153589315525876,0.0,1,0.7716772706558273,0.7803470229910514,0.7683441953082704,0.6978260307451126,0.0,0.684992927496878,0.6681930153589617
1291,1.0,0.166667,0.166667,0.0,0.0,0.0,0.0055865921787709,0.1986644407345576,0.083333,1,0.8560572584358286,0.5386012962323904,0.5479821728322373,0.0,0.0,0.8081428088555986,0.6653876149328182
1292,1.0,1.0,1.0,0.083333,0.0,0.0,0.2262569832402234,0.4824707846410685,0.9,1,0.4892177737037901,0.6526667314515748,0.6621341382031501,0.3171294206709411,0.0,0.6408593599841436,0.4612778839042902
1293,1.0,1.0,1.0,0.0,0.1111113333333333,0.024390243902439,0.0363128491620111,0.1318864774624374,0.0,1,0.840424343011633,0.606617048595089,0.6171825628558987,0.0,0.5667074894440062,0.6371673551728867,0.6669928334840316
1294,1.0,0.583333,0.583333,0.0,0.0555553333333333,0.008130081300813,0.0195530726256983,0.2487479131886477,0.0,1,0.7990808048345293,0.5197146815461923,0.5287666079504131,0.0,0.5427343967472995,0.7787383853578247,0.6261084176628525
1295,0.272727,0.083333,0.083333,0.0,0.0,0.0,0.0055865921787709,0.1235392320534223,0.0,1,0.3531797022655624,0.5000204615168131,0.5087293715764426,0.0,0.0,0.6544573832071432,0.3994172183059934
1296,1.0,0.916667,0.0,0.916667,0.0,0.0,0.0307262569832402,0.1485809682804674,0.0,1,0.613539354298094,0.7133927268987744,0.0,0.7688540936624954,0.0,0.7030692548905256,0.7481613803426734
1297,1.0,0.666667,0.583333,0.583333,0.0,0.0,0.053072625698324,0.1986644407345576,0.0,1,0.8751065288013451,0.6501826794113154,0.6474729810714328,0.5040393622446832,0.0,0.7022428412119597,0.7035725123889396
1298,1.0,0.083333,0.083333,0.0,0.0,0.0,0.0027932960893854,0.0818030050083472,0.0,1,0.7781388453590565,0.3557897662128232,0.3619865947679681,0.0,0.0,0.6085306521606559,0.5888425189663253
1299,0.363636,0.333333,0.25,0.25,0.0,0.0,0.0279329608938547,0.0584307178631051,0.333333,1,0.5706887533267382,0.7011362713235215,0.697656034815232,0.5689352951770404,0.0,0.7865011960845163,0.4969823410744759
1300,1.0,1.0,0.166667,0.916667,0.3888886666666666,0.1382113821138211,0.0586592178770949,0.1151919866444073,0.0,1,0.8088537134616184,0.600929730172557,0.5409104484157958,0.5839783697559924,0.7552698474607319,0.7440178239061829,0.614383183273153
1301,0.666667,0.666667,0.666667,0.0,0.0,0.0,0.0167597765363128,0.3656093489148581,1.0,0,0.2824449504495663,0.5334771508541332,0.542768779663807,0.0,0.0,0.5405170971864401,0.3794193685265526
1302,1.0,1.0,1.0,1.0,0.0,0.0,0.2709497206703911,0.5325542570951587,1.0,1,0.6388655758412866,0.8054952128156531,0.7837683710725425,0.7531643090371187,0.0,0.8152202566753587,0.4708453350212455
1303,1.0,0.0,0.0,0.0,0.0555553333333333,0.008130081300813,0.0,0.0484140233722871,0.0,1,0.7371179128054429,0.0,0.0,0.0,0.427665926637696,0.5341279067108304,0.574452351413827
1304,0.909091,0.75,0.75,0.0,0.0,0.0,0.0670391061452514,0.1986644407345576,1.0,1,0.6012377034680699,0.7582923792552182,0.7714996390337544,0.0,0.0,0.7814824771673992,0.4564960719377586
1305,1.0,0.75,0.583333,0.333333,0.2222219999999999,0.0975609756097561,0.1703910614525139,0.2487479131886477,0.0,1,0.8389074713200733,0.8065517623131878,0.8090546584622434,0.6538727475103912,0.6969209959236448,0.774739963528681,0.6643571259750888
1306,1.0,0.916667,0.0,0.916667,0.0,0.0,0.0586592178770949,0.0317195325542571,0.0,1,0.7171954693277445,0.5667157735835772,0.0,0.6107740183404857,0.0,0.5635200208105184,0.8073781793649456
1307,1.0,0.0,0.0,0.0,0.5,0.0894308943089431,0.0,0.1986644407345576,0.166667,0,0.7599326377089595,0.0,0.0,0.0,0.8479511037570739,0.7701452936554787,0.5167182159181816
1308,1.0,0.833333,0.833333,0.166667,0.0,0.0,0.0921787709497206,0.5325542570951587,0.75,1,0.5694886332872424,0.7501147160172764,0.7378475293268815,0.6643849659294622,0.0,0.7566110499259024,0.4682802094044088
1309,0.363636,0.25,0.166667,0.083333,0.0,0.0,0.0111731843575419,0.3823038397328882,0.0,1,0.4308980614900297,0.6250179889138324,0.6033589476514553,0.551210896475813,0.0,0.6158586602414554,0.4383731167248381
1310,1.0,0.0,0.0,0.0,0.0555553333333333,0.008130081300813,0.0,0.0383973288814691,0.083333,1,0.4874648789652263,0.0,0.0,0.0,0.6339229597507593,0.6374783445732642,0.4204419521525402
1311,1.0,1.0,0.666667,1.0,0.2777779999999999,0.0813008130081301,0.1536312849162011,0.2821368948247079,0.0,1,0.7905046012856327,0.7505374726264864,0.7131219647066546,0.7211716825888697,0.626254445663485,0.623651006396322,0.5657533039691416
1312,0.636364,0.5,0.5,0.0,0.0,0.0,0.0223463687150838,0.4323873121869783,0.545455,1,0.3998495916669341,0.5850227436479755,0.5952121475811913,0.0,0.0,0.5463766243542276,0.4244737227167087
